Client_ID,Client_Name,Bank_Name,Account_Type,Currency,Transaction_Amount,Interest_Rate,Maturity_Date,Email,Phone,Loan_Status,Remarks
32574,john capital,BOFA, investment ,USD,,,02/18/2026,wrongmail,01712-345678, PENDING ,
46280,,CHASE, investment ,GBP,364894,,,client@mail.com,1712345678,Rejected, good payer 
,john capital,CHASE,Savings,EUR,73951,10.54,,client@mail.com,, PENDING ,
,john capital,CHASE,CURRENT,,69060,,30-09-2025, CLIENT@BANK.COM ,1712345678,,
14308,,HSBC,CURRENT,,479178,,,client@mail.com,1712345678,Rejected, good payer 
,john capital,HSBC,loan,,,7.97,,wrongmail,01712345678, PENDING , HIGH RISK 
30896,  alpha holdings ,,Savings,EUR,$13500,,18-12-2024, CLIENT@BANK.COM ,1712345678,, HIGH RISK 
66689,MARY INVEST,CITI, investment ,EUR,20597,,02-07-2025, CLIENT@BANK.COM ,,Rejected, follow up 
54110,beta funds,CHASE,loan,USD,$186937,,01/30/2025, CLIENT@BANK.COM ,1712345678,, follow up 
,MARY INVEST,CITI, investment ,BDT,$272977,10.98,2025.09.19,,, PENDING , follow up 
97755,MARY INVEST,CHASE, investment ,GBP,379392,,09/23/2024,client@mail.com,01712345678,Rejected, HIGH RISK 
,MARY INVEST,,CURRENT,GBP,,6.45,08/13/2024,,,approved, HIGH RISK 
78592,beta funds,BOFA,Savings,GBP,,8.36,17-02-2025,wrongmail,01712-345678,, follow up 
,john capital,HSBC,CURRENT,BDT,479721,,2025.02.19,wrongmail,01712-345678,Rejected, good payer 
,,CITI,Savings,EUR,416818,1.98,05/06/2025, CLIENT@BANK.COM ,01712345678,,
,john capital,WELLS FARGO, investment ,EUR,,8.33,, CLIENT@BANK.COM ,,Rejected, good payer 
,  alpha holdings ,HSBC,CURRENT,BDT,,,,client@mail.com,1712345678,, HIGH RISK 
,,,loan,USD,$171875,,,,1712345678,approved, follow up 
,,HSBC,CURRENT,EUR,,,07/09/2024,client@mail.com,, PENDING , HIGH RISK 
16897,,WELLS FARGO,CURRENT,BDT,67718,3.88,25-01-2026, CLIENT@BANK.COM ,01712-345678,approved,
76371,  alpha holdings ,,loan,EUR,$265320,3.05,18-02-2026,client@mail.com,01712-345678, PENDING , good payer 
,john capital,,CURRENT,GBP,,5.71,2026.01.26, CLIENT@BANK.COM ,01712345678, PENDING ,
,  alpha holdings ,WELLS FARGO,loan,USD,,,02/13/2024, CLIENT@BANK.COM ,1712345678, PENDING ,
,john capital,HSBC,CURRENT,,228499,8.39,03/12/2026,client@mail.com,01712-345678,approved,
84725,beta funds,CITI,CURRENT,GBP,$371918,,2025.04.02,wrongmail,01712345678, PENDING , HIGH RISK 
20198,beta funds,CHASE, investment ,,,9.89,09/01/2024,wrongmail,01712345678, PENDING , HIGH RISK 
61266,MARY INVEST,HSBC,CURRENT,USD,388349,,2025.10.29,wrongmail,01712345678,approved, HIGH RISK 
,  alpha holdings ,HSBC, investment ,GBP,$281566,2.1,16-07-2025,,1712345678, PENDING ,
34078,beta funds,CHASE,CURRENT,GBP,$497972,3.45,,,01712345678, PENDING , good payer 
,  alpha holdings ,CITI,loan,BDT,,4.98,20-04-2025,wrongmail,1712345678,approved, HIGH RISK 
,MARY INVEST,BOFA,loan,,$301946,3.96,12/21/2025, CLIENT@BANK.COM ,01712-345678,, follow up 
49107,,WELLS FARGO, investment ,,214138,,19-12-2025,wrongmail,01712345678,Rejected, HIGH RISK 
,,CHASE, investment ,BDT,357292,,, CLIENT@BANK.COM ,,approved,
,MARY INVEST,,CURRENT,GBP,$206908,,, CLIENT@BANK.COM ,, PENDING , HIGH RISK 
,  alpha holdings ,CHASE, investment ,USD,,6.03,,,01712345678,,
58799,,BOFA, investment ,GBP,$146161,,,wrongmail,01712345678,, follow up 
,MARY INVEST,BOFA,CURRENT,,$237435,6.33,28-02-2025,,, PENDING , HIGH RISK 
,john capital,HSBC, investment ,USD,,,2024.10.27,client@mail.com,,Rejected, follow up 
70361,,HSBC, investment ,BDT,111093,,08/22/2025,,1712345678, PENDING , good payer 
,john capital,HSBC,Savings,,,3.31,09-01-2024, CLIENT@BANK.COM ,,approved, good payer 
60160,,HSBC,loan,,430112,,21-10-2025,wrongmail,01712-345678,, follow up 
62069,MARY INVEST,, investment ,,478118,6.88,01/01/2024,wrongmail,01712-345678,, good payer 
,MARY INVEST,CITI, investment ,USD,,9.77,09-03-2025,client@mail.com,01712345678,, good payer 
11194,MARY INVEST,BOFA, investment ,,174463,,05/13/2025,wrongmail,01712345678,, good payer 
,  alpha holdings ,CHASE,CURRENT,USD,460961,2.34,,,1712345678, PENDING ,
78093,beta funds,CITI,Savings,USD,196823,6.59,2026.03.08,client@mail.com,,,
,beta funds,,Savings,EUR,43336,,07/27/2025, CLIENT@BANK.COM ,01712-345678,approved, follow up 
,MARY INVEST,WELLS FARGO,loan,EUR,$40725,8.79,,,, PENDING ,
,,HSBC,CURRENT,GBP,,,15-03-2024,client@mail.com,,Rejected, HIGH RISK 
47700,beta funds,WELLS FARGO,loan,USD,,9.58,02/12/2024, CLIENT@BANK.COM ,01712-345678,, good payer 
99658,beta funds,CHASE, investment ,GBP,$418364,8.22,2026.06.16,,,Rejected, follow up 
,,HSBC,loan,USD,478130,11.98,2026.05.27, CLIENT@BANK.COM ,01712345678,Rejected, good payer 
,beta funds,CITI,Savings,BDT,274618,,2025.10.18, CLIENT@BANK.COM ,1712345678,, follow up 
,  alpha holdings ,HSBC,loan,GBP,,,2024.01.30,,1712345678,approved, follow up 
25574,,WELLS FARGO,Savings,USD,307916,9.16,2024.01.09,wrongmail,1712345678, PENDING , follow up 
,beta funds,CHASE,loan,USD,469544,7.01,,client@mail.com,01712345678,Rejected, HIGH RISK 
,MARY INVEST,WELLS FARGO,CURRENT,BDT,,,,client@mail.com,,, HIGH RISK 
,  alpha holdings ,CHASE, investment ,USD,$157939,3.99,11-07-2024,client@mail.com,1712345678, PENDING ,
17117,MARY INVEST,HSBC,CURRENT,USD,,10.88,, CLIENT@BANK.COM ,01712345678,approved,
20890,beta funds,WELLS FARGO,CURRENT,EUR,216873,1.74,,,1712345678,approved, follow up 
46374,john capital,CITI,CURRENT,EUR,$407839,,06-05-2025,,01712-345678,,
56421,  alpha holdings ,CHASE,loan,USD,326772,,22-06-2024,client@mail.com,,, HIGH RISK 
60043,,WELLS FARGO,Savings,USD,448955,12.16,01/08/2026,wrongmail,1712345678,Rejected, follow up 
,john capital,HSBC,CURRENT,,,4.23,,client@mail.com,1712345678,Rejected, follow up 
,MARY INVEST,BOFA,Savings,GBP,$290146,6.95,2024.08.01,client@mail.com,1712345678, PENDING , HIGH RISK 
40381,  alpha holdings ,CHASE,loan,GBP,$436768,,2024.03.16,,1712345678,Rejected, HIGH RISK 
91296,  alpha holdings ,,Savings,USD,$42244,11.89,2024.08.26,,,, follow up 
81260,MARY INVEST,HSBC, investment ,EUR,$211673,4.74,06/30/2025, CLIENT@BANK.COM ,01712345678, PENDING , good payer 
,  alpha holdings ,HSBC,loan,GBP,$163777,,06/06/2025,client@mail.com,,approved,
,beta funds,CITI, investment ,GBP,15033,10.52,21-12-2025, CLIENT@BANK.COM ,01712345678,approved, HIGH RISK 
,  alpha holdings ,HSBC,loan,USD,118781,,12-03-2025,wrongmail,1712345678,approved, follow up 
23235,,BOFA,Savings,EUR,210247,,,wrongmail,,approved, HIGH RISK 
,MARY INVEST,CHASE, investment ,GBP,$418027,,2025.06.20, CLIENT@BANK.COM ,1712345678,Rejected,
,  alpha holdings ,BOFA,Savings,EUR,,7.31,,client@mail.com,01712-345678,Rejected,
27950,MARY INVEST,CITI,loan,USD,350541,5.22,12/19/2024, CLIENT@BANK.COM ,01712-345678,approved, HIGH RISK 
,beta funds,CHASE,Savings,USD,,,,client@mail.com,1712345678,,
52122,  alpha holdings ,,Savings,BDT,$262553,3,, CLIENT@BANK.COM ,1712345678,,
37690,MARY INVEST,,Savings,EUR,$225736,,05/28/2026,,01712-345678,approved, follow up 
34696,beta funds,BOFA, investment ,,,,, CLIENT@BANK.COM ,,Rejected, follow up 
24432,john capital,HSBC,loan,EUR,52245,,2026.02.08, CLIENT@BANK.COM ,1712345678,,
,  alpha holdings ,,CURRENT,EUR,,,2025.11.16,wrongmail,01712-345678,,
79846,  alpha holdings ,BOFA,loan,USD,$455661,,28-02-2026, CLIENT@BANK.COM ,01712-345678, PENDING , HIGH RISK 
,john capital,CHASE,Savings,EUR,$60655,2.32,2025.07.11,,01712-345678, PENDING , HIGH RISK 
45041,MARY INVEST,,Savings,USD,312031,7.34,,,1712345678,Rejected, good payer 
,john capital,WELLS FARGO,Savings,BDT,,3.86,11/27/2024,wrongmail,01712-345678, PENDING , HIGH RISK 
56216,  alpha holdings ,CITI,Savings,,362620,11.33,2026.04.30,wrongmail,01712345678,approved,
,beta funds,WELLS FARGO,Savings,GBP,$115224,10.31,2025.07.31,,,approved, good payer 
,MARY INVEST,,CURRENT,GBP,,2.45,11/02/2025,,1712345678,Rejected, HIGH RISK 
15357,,HSBC,loan,GBP,136225,3.27,,wrongmail,01712-345678,, HIGH RISK 
55929,MARY INVEST,CHASE,loan,USD,$419601,,01/07/2024,wrongmail,01712345678,Rejected, HIGH RISK 
88495,beta funds,CITI,loan,USD,29056,3.89,2025.09.01,client@mail.com,,, good payer 
,beta funds,CHASE, investment ,EUR,,,19-06-2025,wrongmail,,, good payer 
26807,,CHASE, investment ,GBP,$88796,,01/08/2026,client@mail.com,,approved, follow up 
,  alpha holdings ,CITI,CURRENT,GBP,104101,,,wrongmail,1712345678,Rejected, HIGH RISK 
33404,beta funds,CHASE,CURRENT,USD,,,2025.04.08,,01712345678,Rejected, good payer 
,,, investment ,BDT,112954,7.52,,,01712345678,, HIGH RISK 
59915,  alpha holdings ,BOFA,CURRENT,,$200459,2.26,, CLIENT@BANK.COM ,01712-345678,, HIGH RISK 
,  alpha holdings ,HSBC,CURRENT,USD,472127,5.84,17-01-2026,wrongmail,01712345678,Rejected, HIGH RISK 
,john capital,HSBC,Savings,EUR,271078,12.25,2025.07.16,,01712345678, PENDING , follow up 
96658,  alpha holdings ,WELLS FARGO, investment ,GBP,,,,wrongmail,01712345678,approved, good payer 
,  alpha holdings ,CHASE,CURRENT,USD,,,02/17/2024,client@mail.com,01712-345678,approved, HIGH RISK 
,MARY INVEST,BOFA,loan,BDT,,,,,1712345678, PENDING , follow up 
41939,MARY INVEST,HSBC, investment ,GBP,$32695,11.87,2025.09.22,client@mail.com,01712345678, PENDING ,
11222,john capital,HSBC,loan,EUR,$460392,,12/26/2024,,, PENDING , follow up 
,john capital,, investment ,,227236,4.99,2026.03.07,wrongmail,,Rejected,
50841,,BOFA,Savings,,468724,,2025.09.03, CLIENT@BANK.COM ,01712-345678, PENDING , HIGH RISK 
,,WELLS FARGO,CURRENT,GBP,,3.4,03/02/2024, CLIENT@BANK.COM ,,, good payer 
,  alpha holdings ,WELLS FARGO,loan,GBP,448029,,10/05/2025,client@mail.com,1712345678,Rejected, follow up 
,john capital,CHASE,loan,BDT,243421,,2026.02.19,,01712-345678, PENDING , HIGH RISK 
54361,  alpha holdings ,WELLS FARGO, investment ,USD,,5.93,04/18/2025, CLIENT@BANK.COM ,01712-345678,Rejected,
50275,  alpha holdings ,WELLS FARGO,CURRENT,BDT,$253132,6.75,,,, PENDING , HIGH RISK 
70435,john capital,CHASE,CURRENT,USD,$454029,5.84,09/03/2025,wrongmail,01712345678,Rejected,
,beta funds,BOFA,Savings,EUR,,,2024.11.15, CLIENT@BANK.COM ,, PENDING , good payer 
,MARY INVEST,CHASE,loan,USD,87043,10.12,2025.12.15,,, PENDING ,
,MARY INVEST,CHASE,loan,BDT,,2.03,,client@mail.com,,Rejected, good payer 
,john capital,CHASE, investment ,,37746,,29-11-2024, CLIENT@BANK.COM ,01712-345678,Rejected, good payer 
77026,MARY INVEST,,loan,GBP,,,2025.06.24,,01712-345678,approved, follow up 
,beta funds,HSBC, investment ,GBP,$378677,7.12,2024.06.09,wrongmail,01712345678,Rejected, good payer 
,beta funds,CITI, investment ,BDT,,,10-05-2025,client@mail.com,01712345678,Rejected, follow up 
,beta funds,CHASE, investment ,USD,,,25-09-2025,wrongmail,01712-345678,Rejected,
,  alpha holdings ,CITI,loan,EUR,,,01/02/2024,,, PENDING , HIGH RISK 
,john capital,CHASE,CURRENT,USD,,5.23,01/11/2026,client@mail.com,1712345678,, follow up 
,MARY INVEST,HSBC, investment ,EUR,$235903,1.76,20-03-2024,,1712345678,, follow up 
,john capital,HSBC,CURRENT,EUR,,,02/15/2024,wrongmail,,Rejected, good payer 
73664,MARY INVEST,WELLS FARGO,loan,,$104012,2.66,10/07/2025,wrongmail,1712345678,, HIGH RISK 
27066,,WELLS FARGO,CURRENT,GBP,389298,7.67,, CLIENT@BANK.COM ,1712345678,,
78075,  alpha holdings ,HSBC,loan,EUR,,,,wrongmail,01712345678,,
91666,,CITI,loan,,185223,3.42,06/20/2025,,,Rejected, follow up 
,john capital,BOFA,CURRENT,BDT,,4.85,11/17/2025,,,Rejected, HIGH RISK 
,MARY INVEST,BOFA,loan,BDT,,,,client@mail.com,1712345678,Rejected, HIGH RISK 
51426,john capital,WELLS FARGO,Savings,BDT,$119781,,12/18/2024,,01712-345678,approved, HIGH RISK 
,  alpha holdings ,, investment ,,$168015,6.21,24-02-2025,,1712345678, PENDING , HIGH RISK 
46084,,WELLS FARGO, investment ,GBP,,,, CLIENT@BANK.COM ,1712345678,Rejected, follow up 
98544,john capital,,Savings,BDT,280778,,,client@mail.com,1712345678,Rejected, good payer 
19460,MARY INVEST,CHASE, investment ,EUR,$65092,,31-05-2025, CLIENT@BANK.COM ,1712345678,,
71685,  alpha holdings ,HSBC,Savings,USD,,8.78,16-09-2025,wrongmail,1712345678, PENDING , follow up 
16234,,WELLS FARGO,CURRENT,BDT,450281,7.93,2025.11.19,,1712345678,, HIGH RISK 
,  alpha holdings ,,loan,,2698,,2024.07.04,,1712345678,Rejected, HIGH RISK 
,john capital,WELLS FARGO,loan,EUR,$481631,,02/21/2024,,01712-345678,approved, good payer 
93604,  alpha holdings ,WELLS FARGO, investment ,EUR,102556,9.2,,wrongmail,01712345678,approved,
12111,  alpha holdings ,HSBC,loan,GBP,$205634,,09-06-2024, CLIENT@BANK.COM ,,,
55677,  alpha holdings ,,loan,BDT,$460600,4.17,24-06-2024,wrongmail,1712345678,Rejected,
47347,  alpha holdings ,HSBC,CURRENT,USD,198898,11.31,27-07-2024,client@mail.com,,approved, HIGH RISK 
,john capital,WELLS FARGO,Savings,EUR,$139272,,2025.07.11, CLIENT@BANK.COM ,01712-345678,approved, follow up 
81650,  alpha holdings ,HSBC,CURRENT,GBP,$434521,,14-05-2024,client@mail.com,01712-345678,approved, follow up 
,  alpha holdings ,, investment ,,,7.17,04/27/2026, CLIENT@BANK.COM ,1712345678, PENDING , HIGH RISK 
82871,  alpha holdings ,CITI,Savings,EUR,,,27-08-2024,wrongmail,01712345678,approved, follow up 
35966,,HSBC, investment ,USD,,,, CLIENT@BANK.COM ,01712-345678, PENDING , follow up 
98216,,WELLS FARGO, investment ,USD,,7.33,,,1712345678, PENDING ,
14729,MARY INVEST,CHASE,Savings,BDT,,2.63,,wrongmail,01712-345678,Rejected,
,MARY INVEST,CHASE,CURRENT,GBP,286251,,16-01-2026,wrongmail,1712345678, PENDING ,
,john capital,CITI,Savings,,$209243,3.8,26-06-2024,wrongmail,01712-345678, PENDING ,
,MARY INVEST,,CURRENT,GBP,185763,,2025.02.12, CLIENT@BANK.COM ,01712345678,Rejected,
,beta funds,HSBC,loan,GBP,329450,,2025.04.19, CLIENT@BANK.COM ,, PENDING , HIGH RISK 
,beta funds,WELLS FARGO,CURRENT,USD,,,,,,, HIGH RISK 
,  alpha holdings ,, investment ,USD,,3.34,,,1712345678, PENDING , follow up 
54243,beta funds,CHASE, investment ,GBP,330210,,2024.04.04,,1712345678,approved, HIGH RISK 
,john capital,,CURRENT,GBP,,6.47,09/21/2024,wrongmail,01712345678,, follow up 
38868,  alpha holdings ,,loan,BDT,,2.67,04/29/2024,,1712345678, PENDING ,
39861,beta funds,BOFA,CURRENT,EUR,$254675,7.23,2026.04.26,,, PENDING , follow up 
34614,MARY INVEST,BOFA,loan,BDT,,,,,,Rejected, good payer 
,  alpha holdings ,,CURRENT,EUR,$412300,,,client@mail.com,01712345678,, good payer 
,MARY INVEST,WELLS FARGO,Savings,GBP,484640,,2025.08.27, CLIENT@BANK.COM ,01712-345678,Rejected, follow up 
74617,MARY INVEST,CITI,Savings,USD,,10.97,2025.07.06,wrongmail,01712345678,Rejected, follow up 
27346,  alpha holdings ,CHASE, investment ,BDT,459628,,11/21/2025,wrongmail,1712345678, PENDING , good payer 
,john capital,,loan,BDT,129963,,, CLIENT@BANK.COM ,01712-345678, PENDING , follow up 
44410,beta funds,WELLS FARGO,CURRENT,EUR,$251035,5.08,13-08-2025, CLIENT@BANK.COM ,01712-345678,approved, follow up 
,beta funds,WELLS FARGO,loan,EUR,,,04/13/2026,wrongmail,01712-345678,approved,
74149,john capital,CHASE,loan,EUR,173478,,10/10/2025,client@mail.com,01712345678,Rejected, good payer 
,beta funds,CHASE,loan,BDT,$306980,,05-06-2025, CLIENT@BANK.COM ,01712345678,, HIGH RISK 
,john capital,CHASE,loan,USD,333079,,06/13/2026,wrongmail,,Rejected,
65722,beta funds,, investment ,EUR,320246,4.08,2025.08.20, CLIENT@BANK.COM ,1712345678, PENDING , HIGH RISK 
,,WELLS FARGO, investment ,EUR,292465,,10/24/2025,wrongmail,01712-345678,Rejected, good payer 
45937,,HSBC, investment ,BDT,$154472,,04-05-2025,wrongmail,01712345678,Rejected, follow up 
,john capital,WELLS FARGO,CURRENT,USD,$124695,,2025.08.28,client@mail.com,01712345678,Rejected, follow up 
20893,john capital,,loan,GBP,$307115,8.45,09/29/2025,,, PENDING , HIGH RISK 
,beta funds,BOFA,Savings,BDT,,12.47,18-06-2025, CLIENT@BANK.COM ,1712345678,approved, good payer 
56569,,WELLS FARGO,CURRENT,BDT,,,04/05/2026,,1712345678,,
49100,john capital,WELLS FARGO,CURRENT,USD,,,2025.11.19,,1712345678,Rejected,
13206,,,loan,USD,140444,6.26,, CLIENT@BANK.COM ,01712345678,approved, follow up 
,MARY INVEST,CITI,loan,BDT,,11.2,,wrongmail,, PENDING , HIGH RISK 
,MARY INVEST,CITI,Savings,,,,04/14/2026,,01712345678,approved,
17415,  alpha holdings ,HSBC,Savings,,362861,,,wrongmail,01712-345678,,
90951,MARY INVEST,CITI,CURRENT,EUR,,6.3,30-07-2025,wrongmail,01712345678,, follow up 
29276,MARY INVEST,CITI,loan,GBP,,,2025.05.25,wrongmail,,, good payer 
,  alpha holdings ,CHASE,CURRENT,BDT,406352,1.66,09/16/2025,wrongmail,1712345678, PENDING ,
,,CITI,loan,EUR,402148,8.89,,client@mail.com,1712345678,, follow up 
10280,john capital,WELLS FARGO, investment ,,,8.65,18-10-2025,,1712345678, PENDING , follow up 
55713,john capital,CHASE, investment ,USD,,5.58,11-11-2024,wrongmail,,, follow up 
,john capital,BOFA, investment ,BDT,,,13-01-2026, CLIENT@BANK.COM ,1712345678,approved, HIGH RISK 
33886,MARY INVEST,,loan,GBP,138196,,12/31/2025, CLIENT@BANK.COM ,01712345678,Rejected, good payer 
,  alpha holdings ,,loan,EUR,,,20-11-2024,wrongmail,,, HIGH RISK 
,beta funds,,Savings,,,6.19,23-03-2026,client@mail.com,1712345678,,
,,HSBC,loan,GBP,,,29-07-2024, CLIENT@BANK.COM ,1712345678,,
,  alpha holdings ,HSBC,Savings,,$419610,,10/25/2024,wrongmail,,, follow up 
,MARY INVEST,,loan,BDT,,10.87,2025.10.10,wrongmail,,Rejected, good payer 
,john capital,, investment ,BDT,243345,,2026.03.08,client@mail.com,01712-345678,, good payer 
,beta funds,CHASE, investment ,BDT,483827,,,client@mail.com,01712-345678,, follow up 
26189,beta funds,CHASE, investment ,EUR,,3.73,,,1712345678, PENDING , follow up 
66248,beta funds,CITI, investment ,EUR,105939,5.78,2025.05.21, CLIENT@BANK.COM ,01712-345678,, good payer 
,beta funds,CITI,loan,BDT,$143204,11.9,02/11/2024,wrongmail,01712345678,approved, HIGH RISK 
,MARY INVEST,CHASE,loan,EUR,,,13-10-2025,wrongmail,1712345678,Rejected, HIGH RISK 
,  alpha holdings ,CHASE,CURRENT,GBP,$448491,,,wrongmail,,approved,
86572,MARY INVEST,, investment ,EUR,,8.89,01/22/2026,,01712-345678,Rejected, HIGH RISK 
,,HSBC,loan,,$5867,5.75,2025.01.18,wrongmail,01712345678,,
23907,beta funds,CITI,loan,BDT,$62383,9.17,,,01712-345678,, follow up 
,,WELLS FARGO,loan,,$449414,,,client@mail.com,1712345678,,
38421,  alpha holdings ,,loan,,,10.28,17-06-2025,wrongmail,01712345678,approved, HIGH RISK 
,MARY INVEST,HSBC,CURRENT,BDT,214290,5.93,,wrongmail,01712-345678, PENDING , follow up 
18707,,CITI,Savings,GBP,,11.46,05/19/2026,,1712345678,Rejected,
65909,beta funds,,Savings,,$380265,,01/30/2025, CLIENT@BANK.COM ,,approved, follow up 
,,CITI,Savings,GBP,350460,,,wrongmail,,, good payer 
,john capital,CITI,loan,EUR,$35845,2.47,01/08/2026,wrongmail,01712-345678,, follow up 
,john capital,CHASE, investment ,BDT,$441050,,01/15/2026, CLIENT@BANK.COM ,01712345678,Rejected, HIGH RISK 
69495,john capital,BOFA,loan,GBP,$476365,11.89,09-02-2026,wrongmail,1712345678,Rejected, good payer 
,,WELLS FARGO,loan,GBP,,12.01,, CLIENT@BANK.COM ,01712-345678, PENDING , HIGH RISK 
,  alpha holdings ,,CURRENT,EUR,$40092,,2024.10.21,wrongmail,01712-345678, PENDING , good payer 
55102,john capital,BOFA, investment ,USD,437647,8.89,04/04/2026,,,approved, good payer 
84853,john capital,HSBC, investment ,USD,$332269,6.08,07-07-2024,wrongmail,1712345678,Rejected, HIGH RISK 
89995,  alpha holdings ,BOFA,loan,USD,,,,client@mail.com,,approved, good payer 
,  alpha holdings ,WELLS FARGO,CURRENT,,,,, CLIENT@BANK.COM ,01712345678,Rejected, follow up 
13892,  alpha holdings ,BOFA,loan,GBP,,,2026.02.15,,01712-345678,, follow up 
,MARY INVEST,HSBC,loan,,$287188,,,wrongmail,01712-345678,approved, HIGH RISK 
94558,beta funds,CITI, investment ,,,,,,01712-345678,approved, good payer 
,beta funds,, investment ,,,,08/11/2025, CLIENT@BANK.COM ,01712-345678,approved,
38621,john capital,CHASE, investment ,GBP,183169,3.23,10/04/2025, CLIENT@BANK.COM ,01712-345678,approved, HIGH RISK 
,,BOFA,CURRENT,GBP,373587,4.63,2024.09.30,,01712345678,, follow up 
,beta funds,CHASE,CURRENT,GBP,$200285,2.55,,,01712345678, PENDING , HIGH RISK 
,,HSBC,Savings,,,,08/20/2025, CLIENT@BANK.COM ,, PENDING , good payer 
38187,beta funds,,Savings,USD,161027,11.2,2026.05.19,,01712-345678,Rejected, HIGH RISK 
,  alpha holdings ,BOFA, investment ,GBP,$25049,,2025.06.14,client@mail.com,01712-345678, PENDING , follow up 
,  alpha holdings ,BOFA,Savings,EUR,,,,client@mail.com,1712345678,approved, HIGH RISK 
54859,beta funds,WELLS FARGO,CURRENT,EUR,312878,,, CLIENT@BANK.COM ,01712345678,Rejected, good payer 
,beta funds,HSBC, investment ,USD,$409661,,16-01-2025,,1712345678, PENDING , good payer 
,john capital,HSBC, investment ,,,10.95,01/29/2024, CLIENT@BANK.COM ,01712-345678,Rejected, good payer 
,beta funds,,Savings,BDT,59321,,11-05-2025, CLIENT@BANK.COM ,01712345678,Rejected, good payer 
,,,Savings,EUR,$433822,5.17,03/03/2026,,,approved, HIGH RISK 
,  alpha holdings ,,Savings,BDT,$462366,9.94,2025.10.05,,1712345678,Rejected, follow up 
62078,MARY INVEST,BOFA,loan,GBP,382505,,2024.06.23,wrongmail,01712345678,approved,
,john capital,CITI, investment ,BDT,$265710,,2026.05.19,,1712345678,Rejected,
80452,,CHASE,loan,GBP,$393464,11.72,24-08-2024,,,, follow up 
35602,  alpha holdings ,BOFA,Savings,BDT,31979,,05/28/2025,,1712345678,Rejected, good payer 
